step,log_step_index,g11_reward,g10_reward,g11_reference_kl,g10_reference_kl,g11_kl_loss,g10_kl_loss,g11_response_len_mean_tokens,g10_response_len_mean_tokens,g11_response_len_max_tokens,g10_response_len_max_tokens,g11_rollout_time_s,g10_rollout_time_s,g11_tokens_per_gpu_s,g10_tokens_per_gpu_s,g11_longest_sample_tokens_s,g10_longest_sample_tokens_s,g11_ref_log_probs_time_s,g10_ref_log_probs_time_s,g11_actor_train_time_s,g10_actor_train_time_s,g11_actor_train_tokens_s,g10_actor_train_tokens_s,g11_train_time_s,g10_train_time_s,g11_step_time_s,g10_step_time_s,g11_mismatch_count,g10_mismatch_count,g11_max_abs_diff,g10_max_abs_diff,g11_active_tokens_mean,g10_active_tokens_mean,delta_g11_minus_g10_reward,delta_g11_minus_g10_reference_kl,delta_g11_minus_g10_kl_loss,delta_g11_minus_g10_response_len_mean_tokens,delta_g11_minus_g10_response_len_max_tokens,delta_g11_minus_g10_rollout_time_s,delta_g11_minus_g10_tokens_per_gpu_s,delta_g11_minus_g10_longest_sample_tokens_s,delta_g11_minus_g10_ref_log_probs_time_s,delta_g11_minus_g10_actor_train_time_s,delta_g11_minus_g10_actor_train_tokens_s,delta_g11_minus_g10_train_time_s,delta_g11_minus_g10_step_time_s,delta_g11_minus_g10_mismatch_count,delta_g11_minus_g10_max_abs_diff,delta_g11_minus_g10_active_tokens_mean
34,33,0.625,0.7109375,0.0,0.0,0.0016999590443447232,0.009697234258055687,5673.8671875,5412.578125,7168.0,7168.0,87.90410661697388,125.92486023902893,1032.737587511872,687.7216288794336,81.54340309984894,56.922834668180656,21.147135496139526,21.240893125534058,106.12948369979858,82.56478905677795,7006.5261233472975,8601.172583528834,127.51026320457458,104.03811550140381,235.54982805252075,250.2824251651764,0.0,2697.34375,0.0,0.7204962968826294,5673.8671875,5412.578125,-0.0859375,0.0,-0.007997275213710964,261.2890625,0.0,-38.020753622055054,345.01595863243847,24.62056843166829,-0.09375762939453125,23.56469464302063,-1594.646460181537,23.472147703170776,-14.73259711265564,-2697.34375,-0.7204962968826294,261.2890625
35,34,0.4765625,0.578125,0.0,0.0,0.0014655782142654061,0.012641005218029022,6279.03125,6044.609375,7168.0,7168.0,74.02645182609558,136.5413224697113,1357.143257872378,708.3112148811495,96.83025220281,52.4969281851658,23.23618507385254,25.98934054374695,118.91491317749023,96.7929196357727,6934.874507868727,8209.836039559985,142.38428735733032,123.01590299606323,236.66528248786926,279.69403314590454,0.0,3308.703125,0.0,0.8351297378540039,6279.03125,6044.609375,-0.1015625,0.0,-0.011175427003763616,234.421875,0.0,-62.51487064361572,648.8320429912285,44.3333240176442,-2.753155469894409,22.12199354171753,-1274.9615316912577,19.36838436126709,-43.02875065803528,-3308.703125,-0.8351297378540039,234.421875
36,35,0.3125,0.421875,0.0,0.0,0.0018182576168328524,0.012619839049875736,5783.6171875,5619.8984375,7168.0,7168.0,73.97461414337158,133.1270182132721,1250.9409622691728,675.4329527305193,96.89810596521079,53.843315175261594,20.23202157020569,21.195914268493652,106.95720911026001,81.77313208580017,7067.639538170092,8988.02554399929,127.4229257106781,103.2038881778717,221.97860145568848,256.49823212623596,0.0,2713.0703125,0.0,0.7314876317977905,5783.6171875,5619.8984375,-0.109375,0.0,-0.010801581433042884,163.71875,0.0,-59.15240406990051,575.5080095386535,43.054790789949195,-0.9638926982879639,25.18407702445984,-1920.3860058291984,24.219037532806396,-34.519630670547485,-2713.0703125,-0.7314876317977905,163.71875
37,36,0.171875,0.2421875,0.0,0.0,0.0011753416620194912,0.01196231134235859,6926.6484375,6835.3359375,7168.0,7168.0,82.41997861862183,153.31985354423523,1344.654255648643,713.315154377227,86.96920479885291,46.75193612764519,23.702624797821045,25.03836441040039,127.30228090286255,97.23776769638062,7133.281458585246,9218.588838844411,151.24044394493103,122.51350331306458,253.81723022460938,296.27348470687866,0.0,3305.4453125,0.0,0.8874380588531494,6926.6484375,6835.3359375,-0.0703125,0.0,-0.010786969680339098,91.3125,0.0,-70.8998749256134,631.3391012714159,40.21726867120773,-1.3357396125793457,30.064513206481934,-2085.3073802591653,28.726940631866455,-42.45625448226929,-3305.4453125,-0.8874380588531494,91.3125
38,37,0.46875,0.484375,0.0,0.0,0.002175199566408992,0.01271863840520382,5531.984375,5449.703125,7168.0,7168.0,69.15472793579102,128.8740575313568,1279.9088745194927,676.5927268083742,103.65162605592731,55.620193367900505,19.953352212905884,20.447848081588745,104.11892080307007,78.47632503509521,6977.847968422062,9123.694307548194,124.30545496940613,99.15881633758545,213.8094642162323,248.16125392913818,0.0,2957.1171875,0.0,0.7147747278213501,5531.984375,5449.703125,-0.015625,0.0,-0.010543438838794827,82.28125,0.0,-59.719329595565796,603.3161477111184,48.031432688026804,-0.49449586868286133,25.642595767974854,-2145.846339126132,25.14663863182068,-34.351789712905884,-2957.1171875,-0.7147747278213501,82.28125
39,38,0.453125,0.5,0.0,0.0,0.0017289501847699285,0.01888348162174225,6202.2109375,5894.1796875,7168.0,7168.0,73.09492945671082,134.7831907272339,1357.6232405938692,699.6931478707354,98.06425771633205,53.181705829372795,22.60435700416565,22.171786308288574,117.55799674987793,85.68691802024841,6916.16923117435,9028.484369308131,140.39578580856323,108.09402465820312,233.8988699913025,263.09600353240967,0.0,3268.4140625,0.0,0.8372789025306702,6202.2109375,5894.1796875,-0.046875,0.0,-0.01715453143697232,308.03125,0.0,-61.68826127052307,657.9300927231338,44.882551886959256,0.4325706958770752,31.871078729629517,-2112.315138133781,32.30176115036011,-29.197133541107178,-3268.4140625,-0.8372789025306702,308.03125
40,39,0.5859375,0.5859375,0.0,0.0,0.0016666848678141832,0.014175266027450562,5938.1328125,5836.0625,7168.0,7168.0,83.75661611557007,133.63771677017212,1134.359641140492,698.7323807738214,85.58129891624756,53.637552131539366,22.007693767547607,22.83385181427002,113.20562243461609,89.55574488639832,6901.998179916193,8578.790796442652,135.44507384300232,112.62217974662781,239.488130569458,266.14931321144104,0.0,2796.7109375,0.0,0.8285865783691406,5938.1328125,5836.0625,0.0,0.0,-0.012508581159636378,102.0703125,0.0,-49.88110065460205,435.6272603666705,31.943746784708196,-0.8261580467224121,23.649877548217773,-1676.792616526459,22.82289409637451,-26.661182641983032,-2796.7109375,-0.8285865783691406,102.0703125
41,40,0.3671875,0.390625,0.0,0.0,0.0017815136816352606,0.019767679274082184,5913.265625,5856.171875,7168.0,7168.0,72.71093106269836,137.42293167114258,1301.2108168222494,681.8276168363521,98.58215120115929,52.16014469225013,20.80664873123169,22.04793667793274,109.64676928520203,84.82650899887085,7046.938136318444,9022.721894758017,130.6865372657776,107.10970950126648,223.39451718330383,264.52131605148315,0.0,3273.109375,0.0,0.7956519722938538,5913.265625,5856.171875,-0.0234375,0.0,-0.017986165592446923,57.09375,0.0,-64.71200060844421,619.3831999858972,46.42200650890916,-1.2412879467010498,24.820260286331177,-1975.783758439573,23.57682776451111,-41.12679886817932,-3273.109375,-0.7956519722938538,57.09375
42,41,0.3125,0.453125,0.0,0.0,0.0013291820650920272,0.015728659927845,6742.4921875,6376.296875,7168.0,7168.0,78.49755501747131,142.9364354610443,1374.3087281634316,713.7490848357177,91.31494603118031,50.14816534971978,23.46744441986084,24.952731132507324,124.62277817726135,96.82289910316467,7077.349846473968,8625.294302643988,148.32533049583435,122.01162934303284,247.14692068099976,285.08054757118225,0.0,3059.09375,0.0,0.8898141384124756,6742.4921875,6376.296875,-0.140625,0.0,-0.014399477862752974,366.1953125,0.0,-64.438880443573,660.559643327714,41.16678068146053,-1.4852867126464844,27.79987907409668,-1547.9444561700202,26.313701152801514,-37.933626890182495,-3059.09375,-0.8898141384124756,366.1953125
43,42,0.6875,0.6875,0.0,0.0,0.002072055358439684,0.019971981644630432,5444.2578125,5253.6875,7168.0,7168.0,86.82285451889038,123.83264064788818,1003.2856611624944,678.8113340731987,82.55890732595564,57.88457681672027,20.29501748085022,21.31100082397461,102.38407468795776,79.7760705947876,6960.77981045448,8627.649806118312,122.91022229194641,101.32143092155457,229.93872928619385,245.1762089729309,0.0,2529.8359375,0.0,0.8514864444732666,5444.2578125,5253.6875,0.0,0.0,-0.017899926286190748,190.5703125,0.0,-37.0097861289978,324.4743270892957,24.674330509235375,-1.0159833431243896,22.608004093170166,-1666.869995663832,21.588791370391846,-15.23747968673706,-2529.8359375,-0.8514864444732666,190.5703125
44,43,0.0625,0.1484375,0.0,0.0,0.0013166103744879365,0.01697881892323494,7129.2421875,7017.0078125,7168.0,7168.0,85.38206958770752,155.52499222755432,1335.9699003644482,721.8912111291447,83.95205263368292,46.089055510205306,23.716686010360718,25.551151752471924,128.76038551330566,100.15981340408325,7248.308525012582,9174.627715136476,152.71362829208374,125.94951915740967,258.1519515514374,301.4726793766022,0.0,3311.140625,0.0,0.9239728450775146,7129.2421875,7017.0078125,-0.0859375,0.0,-0.015662208548747003,112.234375,0.0,-70.1429226398468,614.0786892353035,37.86299712347762,-1.834465742111206,28.600572109222412,-1926.3191901238933,26.764109134674072,-43.320727825164795,-3311.140625,-0.9239728450775146,112.234375
45,44,0.5625,0.609375,0.0,0.0,0.0019004116766154766,0.023962941020727158,6160.640625,5761.9296875,7168.0,7168.0,86.04612708091736,132.76705408096313,1145.5512681855514,694.3806627190867,83.30415607502297,53.98929764329076,23.286268949508667,23.658780574798584,118.85289597511292,91.48754858970642,6773.028064613259,8241.110529491556,142.37439393997192,115.38058137893677,248.44135975837708,268.24540400505066,0.0,2790.125,0.0,0.893954873085022,6160.640625,5761.9296875,-0.046875,0.0,-0.02206252934411168,398.7109375,0.0,-46.720927000045776,451.17060546646474,29.314858431732212,-0.372511625289917,27.365347385406494,-1468.0824648782973,26.993812561035156,-19.804044246673584,-2790.125,-0.893954873085022,398.7109375
46,45,0.390625,0.4375,0.0,0.0,0.0017820914508774877,0.025402288883924484,5934.2421875,5707.0625,7168.0,7168.0,71.88719034194946,134.75031995773315,1320.7899007925696,677.6458863225108,99.7117840592129,53.19467888646477,21.085479021072388,21.955585956573486,110.70132517814636,83.42964720726013,7022.562726769133,8969.569272431008,132.02196741104126,105.61977291107178,224.22100377082825,260.3512599468231,0.0,2663.2890625,0.0,0.8057901859283447,5934.2421875,5707.0625,-0.046875,0.0,-0.023620197433046997,227.1796875,0.0,-62.86312961578369,643.1440144700588,46.51710517274813,-0.8701069355010986,27.27167797088623,-1947.006545661875,26.402194499969482,-36.13025617599487,-2663.2890625,-0.8057901859283447,227.1796875
47,46,0.3828125,0.5,0.0,0.0,0.001665993593633175,0.022048229351639748,6776.2890625,6448.484375,7168.0,7168.0,76.8701012134552,143.9238224029541,1410.439472415086,716.8775000370076,93.24821857715112,49.804124712107935,23.662214994430542,25.81503200531006,124.54255270957947,99.57074761390686,7121.268841085686,8485.845695126513,148.4392740726471,125.62244772911072,245.77935934066772,289.44649171829224,0.0,3009.8046875,0.0,0.9592458009719849,6776.2890625,6448.484375,-0.1171875,0.0,-0.020382235758006573,327.8046875,0.0,-67.0537211894989,693.5619723780783,43.444093865043186,-2.1528170108795166,24.971805095672607,-1364.5768540408262,22.816826343536377,-43.66713237762451,-3009.8046875,-0.9592458009719849,327.8046875
48,47,0.4921875,0.65625,0.0,0.0,0.0019905450753867626,0.022940408438444138,6449.734375,5982.546875,7168.0,7168.0,77.81224775314331,134.67485189437866,1326.2147409927675,710.7544478687887,92.11917412719183,53.22448771372432,23.698041915893555,25.712996244430542,120.69192409515381,97.7624409198761,6999.755835642711,8029.811782659763,144.62469601631165,123.7444977760315,242.6808226108551,278.3009946346283,0.0,2787.5390625,0.0,0.9266676902770996,6449.734375,5982.546875,-0.1640625,0.0,-0.020949863363057375,467.1875,0.0,-56.86260414123535,615.4602931239788,38.894686413467504,-2.0149543285369873,22.92948317527771,-1030.055947017052,20.88019824028015,-35.62017202377319,-2787.5390625,-0.9266676902770996,467.1875
49,48,0.1640625,0.2421875,0.0,0.0,0.0013237509410828352,0.026233401149511337,7037.3203125,6847.8671875,7168.0,7168.0,83.26385235786438,153.58689165115356,1352.2930036441564,713.3803791593114,86.08777755312414,46.670649577835654,23.704346656799316,26.038492679595947,126.54122805595398,100.12424302101135,7277.256702399068,8955.103908369536,150.4801230430603,126.4011070728302,253.89857172966003,299.85666251182556,0.0,3407.5,0.0,0.9539734125137329,7037.3203125,6847.8671875,-0.078125,0.0,-0.024909650208428502,189.453125,0.0,-70.32303929328918,638.9126244848451,39.41712797528849,-2.334146022796631,26.416985034942627,-1677.8472059704682,24.079015970230103,-45.95809078216553,-3407.5,-0.9539734125137329,189.453125
50,49,0.2578125,0.3359375,0.0,0.0,0.0016027060337364674,0.025359654799103737,6422.0390625,6334.546875,7168.0,7168.0,78.13214111328125,145.48700881004333,1315.1133904166572,696.6446752117387,91.74201420651393,49.269003869334995,22.073874473571777,23.30060648918152,116.4170401096344,89.46053218841553,7225.3769655013575,9277.364885914163,138.72740030288696,112.9991807937622,237.03785157203674,278.4230058193207,0.0,2836.515625,0.0,0.8862186670303345,6422.0390625,6334.546875,-0.078125,0.0,-0.02375694876536727,87.4921875,0.0,-67.35486769676208,618.4687152049186,42.473010337178934,-1.2267320156097412,26.956507921218872,-2051.9879204128056,25.728219509124756,-41.385154247283936,-2836.515625,-0.8862186670303345,87.4921875
51,50,0.3671875,0.359375,0.0,0.0,0.0024111364036798477,0.02409507893025875,5584.3359375,5458.3671875,7168.0,7168.0,84.73390865325928,131.69740104675293,1054.4701220573659,663.140459157552,84.59423286292936,54.42780148300224,20.38700222969055,20.197001695632935,104.0275366306305,78.19530892372131,7046.701515223192,9168.414446694682,124.64582300186157,98.62713289260864,229.92590856552124,250.558922290802,0.0,2279.21875,0.0,0.8059177398681641,5584.3359375,5458.3671875,0.0078125,0.0,-0.021683942526578903,125.96875,0.0,-46.96349239349365,391.3296628998139,30.16643137992712,0.1900005340576172,25.83222770690918,-2121.7129314714903,26.01869010925293,-20.63301372528076,-2279.21875,-0.8059177398681641,125.96875
52,51,0.3671875,0.3671875,0.0,0.0,0.001672852784395218,0.030810344964265823,6287.40625,6230.5390625,7168.0,7168.0,74.65390872955322,142.26130294799805,1347.5315855789356,700.7430898931103,96.01640586519491,50.386154572337766,22.261980295181274,22.8878173828125,115.54599738121033,89.7183358669281,7149.118262181617,9126.038641804718,138.04305386543274,112.84406399726868,232.80843806266785,275.08760690689087,0.0,2927.390625,0.0,0.951687753200531,6287.40625,6230.5390625,0.0,0.0,-0.029137492179870605,56.8671875,0.0,-67.60739421844482,646.7884956858253,45.630251292857146,-0.6258370876312256,25.827661514282227,-1976.9203796231013,25.198989868164062,-42.27916884422302,-2927.390625,-0.951687753200531,56.8671875
53,52,0.3984375,0.3984375,0.0,0.0,0.0016998036298900843,0.029189204797148705,6302.234375,6137.21875,7168.0,7168.0,74.65992617607117,141.21662139892578,1350.6007193497373,695.3536986457527,96.00866712747133,50.75889742292423,23.05222773551941,24.09495735168457,118.08777475357056,92.23829197883606,6973.778629655309,8699.16368555598,141.37536883354187,116.57039046287537,236.27747344970703,277.8569760322571,0.0,2779.3671875,0.0,0.9398800134658813,6302.234375,6137.21875,0.0,0.0,-0.02748940116725862,165.015625,0.0,-66.55669522285461,655.2470207039846,45.2497697045471,-1.0427296161651611,25.849482774734497,-1725.3850559006705,24.804978370666504,-41.57950258255005,-2779.3671875,-0.9398800134658813,165.015625
54,53,0.15625,0.1640625,0.0,0.0,0.0016851560212671757,0.031399063766002655,6663.546875,6661.0390625,7168.0,7168.0,80.51664781570435,151.9789125919342,1324.1578343405022,701.2592943480254,89.02506741719965,47.16443799835701,22.761798858642578,24.56570315361023,120.4573323726654,94.0684142112732,7223.586832456318,9246.600012268105,143.45497250556946,118.87002515792847,244.6762819290161,290.96141839027405,0.0,2961.1640625,0.0,0.920147180557251,6663.546875,6661.0390625,-0.0078125,0.0,-0.02971390774473548,2.5078125,0.0,-71.46226477622986,622.8985399924768,41.86062941884264,-1.8039042949676514,26.388918161392212,-2023.0131798117873,24.58494734764099,-46.285136461257935,-2961.1640625,-0.920147180557251,2.5078125
55,54,0.2109375,0.2578125,0.0,0.0,0.0014902394032105803,0.030728641897439957,6961.5859375,6845.515625,7168.0,7168.0,81.37171149253845,154.87792038917542,1368.846408130591,707.1908618399492,88.0895813609289,46.28161316983295,23.702333450317383,26.149888277053833,126.24105715751648,100.23993515968323,7193.689758688216,8911.438326221907,150.17978525161743,126.6276547908783,251.88689637184143,301.4969186782837,0.0,2929.859375,0.0,1.0271353721618652,6961.5859375,6845.515625,-0.046875,0.0,-0.029238402494229376,116.0703125,0.0,-73.50620889663696,661.6555462906418,41.80796819109595,-2.44755482673645,26.001121997833252,-1717.7485675336911,23.552130460739136,-49.61002230644226,-2929.859375,-1.0271353721618652,116.0703125
56,55,0.4375,0.4765625,0.0,0.0,0.0022621690295636654,0.030439790338277817,5428.53125,5337.828125,7168.0,7168.0,94.60689282417297,129.42915320396423,918.0779265356797,659.8609964279991,75.76614965382846,55.38164951681422,19.328219413757324,19.938042879104614,99.84437704086304,75.4192545413971,7137.387413497955,9294.947348163143,119.40588903427124,95.59052181243896,234.1366264820099,245.06268954277039,0.0,2288.5,0.0,0.8165364265441895,5428.53125,5337.828125,-0.0390625,0.0,-0.02817762130871415,90.703125,0.0,-34.82226037979126,258.2169301076806,20.384500137014243,-0.60982346534729,24.425122499465942,-2157.559934665188,23.815367221832275,-10.926063060760498,-2288.5,-0.8165364265441895,90.703125
57,56,0.4296875,0.5390625,0.0,0.0,0.0024752996396273375,0.03197157382965088,5717.109375,5367.6640625,7168.0,7168.0,73.06116223335266,127.88423132896423,1252.0160808260716,671.5654002648614,98.10958080718547,56.050694643980975,20.794092416763306,21.261232137680054,106.96289706230164,81.64930891990662,7009.365121845055,8634.647486013362,127.98913264274597,103.1429672241211,221.65795922279358,251.43477034568787,0.0,2414.03125,0.0,0.8752177953720093,5717.109375,5367.6640625,-0.109375,0.0,-0.02949627419002354,349.4453125,0.0,-54.82306909561157,580.4506805612102,42.05888616320449,-0.46713972091674805,25.31358814239502,-1625.2823641683071,24.846165418624878,-29.776811122894287,-2414.03125,-0.8752177953720093,349.4453125
58,57,0.5078125,0.484375,0.0,0.0,0.002101929159834981,0.03409340977668762,5897.59375,5882.8671875,7168.0,7168.0,81.07691764831543,137.01941299438477,1163.8515959537172,686.9528407909426,88.40987309227009,52.31375498808883,21.174758195877075,22.925553560256958,109.34984493255615,87.69443130493164,7049.191523549252,8768.435903600612,130.75818061828613,110.85466742515564,231.99302554130554,267.9116585254669,0.0,2392.7421875,0.0,0.941716194152832,5897.59375,5882.8671875,0.0234375,0.0,-0.03199148061685264,14.7265625,0.0,-55.942495346069336,476.8987551627746,36.09611810418126,-1.7507953643798828,21.65541362762451,-1719.2443800513593,19.903513193130493,-35.91863298416138,-2392.7421875,-0.941716194152832,14.7265625
59,58,0.3984375,0.421875,0.0,0.0,0.0017224873881787062,0.029396476224064827,6194.2890625,6059.34375,7168.0,7168.0,74.14904189109802,138.98903393745422,1336.6136968507276,697.5334474490107,96.67016345979995,51.57241400228479,21.696770668029785,22.51665186882019,113.35883283615112,89.25593090057373,7164.267483009967,8905.402610000572,135.2908034324646,112.00896739959717,229.59352922439575,270.9420094490051,0.0,2435.140625,0.0,0.9517225027084351,6194.2890625,6059.34375,-0.0234375,0.0,-0.02767398883588612,134.9453125,0.0,-64.8399920463562,639.0802494017169,45.097749457515164,-0.8198812007904053,24.102901935577393,-1741.1351269906054,23.28183603286743,-41.348480224609375,-2435.140625,-0.9517225027084351,134.9453125
60,59,0.7421875,0.7890625,0.0,0.0,0.002289219293743372,0.03898944705724716,5359.7890625,4910.640625,7168.0,7168.0,91.3830828666687,118.70761251449585,938.4299840827441,661.8804669364021,78.43902585841164,60.38365904397823,21.099823713302612,19.33893871307373,104.46255993843079,73.83624744415283,6767.180513445678,8795.49032460247,125.79222059249878,93.40821814537048,237.32350873947144,232.16530394554138,0.0,2186.3046875,0.0,0.815165638923645,5359.7890625,4910.640625,-0.046875,0.0,-0.03670022776350379,449.1484375,0.0,-27.32452964782715,276.54951714634205,18.055366814433413,1.7608850002288818,30.626312494277954,-2028.3098111567915,32.384002447128296,5.158204793930054,-2186.3046875,-0.815165638923645,449.1484375
61,60,0.2890625,0.3359375,0.0,0.0,0.002105850726366043,0.033121757209300995,5863.6953125,5641.9375,7168.0,7168.0,72.88557028770447,133.924498796463,1287.2112357722328,674.043963660397,98.345941064952,53.522694237548336,20.50202441215515,20.85079574584961,107.43855237960815,80.18392539024353,7168.311401654506,9250.831714585222,128.17388558387756,101.26953625679016,221.50826287269592,255.11287760734558,0.0,2388.6640625,0.0,0.8576261401176453,5863.6953125,5641.9375,-0.046875,0.0,-0.031015906482934952,221.7578125,0.0,-61.038928508758545,613.1672721118358,44.823246827403665,-0.348771333694458,27.254626989364624,-2082.5203129307156,26.904349327087402,-33.60461473464966,-2388.6640625,-0.8576261401176453,221.7578125
62,61,0.6015625,0.625,0.0,0.0,0.0030279222410172224,0.04049159586429596,5630.1953125,5217.59375,7168.0,7168.0,89.06223249435425,125.39767003059387,1011.4626871239778,665.7340601275336,80.48304875418867,57.16214661924092,20.102020740509033,20.05941653251648,103.79407286643982,79.27688002586365,7128.663319263958,8667.091840342826,124.13001656532288,99.56886196136475,233.29967713356018,245.48942184448242,0.0,2292.6015625,0.0,0.8180185556411743,5630.1953125,5217.59375,-0.0234375,0.0,-0.03746367362327874,412.6015625,0.0,-36.335437536239624,345.7286269964443,23.32090213494775,0.04260420799255371,24.517192840576172,-1538.4285210788676,24.56115460395813,-12.189744710922241,-2292.6015625,-0.8180185556411743,412.6015625
63,62,0.2890625,0.375,0.0,0.0,0.0024309256114065647,0.03630291670560837,6128.2109375,5973.1875,7168.0,7168.0,75.67534637451172,138.77247190475464,1295.6845220734235,688.6884602415555,94.72041217394758,51.65289557513754,21.133028745651245,22.42874264717102,111.74169826507568,86.10330939292908,7187.674900865764,9097.443588670325,133.10800957679749,108.76719951629639,228.95385575294495,267.8028745651245,0.0,2594.703125,0.0,0.9090120792388916,6128.2109375,5973.1875,-0.0859375,0.0,-0.0338719910942018,155.0234375,0.0,-63.09712553024292,606.996061831868,43.06751659881004,-1.2957139015197754,25.638388872146606,-1909.7686878045606,24.3408100605011,-38.849018812179565,-2594.703125,-0.9090120792388916,155.0234375
64,63,0.46875,0.5625,0.0,0.0,0.0024836231023073196,0.04656257480382919,5913.1640625,5597.859375,7168.0,7168.0,73.71829628944397,130.65686964988708,1283.4076445354272,685.5035654841851,97.23501980913815,54.86125619883313,21.6168372631073,21.9595685005188,111.19676518440247,84.01827645301819,6997.658598337951,8780.922808057645,133.04352688789368,106.21284174919128,227.0935251712799,256.869131565094,0.0,2558.8046875,0.0,0.9484083652496338,5913.1640625,5597.859375,-0.09375,0.0,-0.044078951701521873,315.3046875,0.0,-56.938573360443115,597.9040790512421,42.37376361030502,-0.342731237411499,27.178488731384277,-1783.264209719694,26.830685138702393,-29.775606393814087,-2558.8046875,-0.9484083652496338,315.3046875
65,64,0.5078125,0.53125,0.0,0.0,0.0025276949163526297,0.04560329392552376,6139.71875,5724.7265625,7168.0,7168.0,75.04967474937439,133.44054698944092,1308.9397166350661,686.4152393443644,95.51007414672043,53.71680618610774,21.864505529403687,21.34281849861145,112.92568445205688,82.85911011695862,7116.8574616096685,9058.23148402827,135.02137088775635,104.43701481819153,230.42391681671143,257.9188423156738,0.0,2644.4140625,0.0,0.9482257962226868,6139.71875,5724.7265625,-0.0234375,0.0,-0.04307559900917113,414.9921875,0.0,-58.39087224006653,622.5244772907017,41.79326796061269,0.5216870307922363,30.066574335098267,-1941.3740224186022,30.58435606956482,-27.494925498962402,-2644.4140625,-0.9482257962226868,414.9921875
66,65,0.453125,0.4765625,0.0,0.0,0.0027204290963709354,0.04304514080286026,5797.8203125,5534.0078125,7168.0,7168.0,71.85756778717041,132.04652333259583,1290.9583201417856,670.5524898749287,99.75288923263263,54.28389797090986,21.000763654708862,20.559786319732666,107.75184082984924,79.82262110710144,7075.749185612003,9128.452434834602,128.98508214950562,100.61790728569031,220.89747166633606,252.5872642993927,0.0,2401.3671875,0.0,0.9617340564727783,5797.8203125,5534.0078125,-0.0234375,0.0,-0.040324711706489325,263.8125,0.0,-60.188955545425415,620.4058302668569,45.46899126172276,0.4409773349761963,27.929219722747803,-2052.703249222599,28.367174863815308,-31.68979263305664,-2401.3671875,-0.9617340564727783,263.8125
67,66,0.421875,0.5390625,0.0,0.0,0.0022645341232419014,0.03353730961680412,6413.3984375,5907.9296875,7168.0,7168.0,73.8682177066803,135.32429003715515,1389.1546078377905,698.5211226605833,97.03767361036192,52.969056760112515,23.630884408950806,24.079463005065918,120.8043920993805,93.2121250629425,6960.831352126909,8327.232100715042,144.66837000846863,117.52693486213684,238.71158623695374,273.4303925037384,0.0,2251.40625,0.0,0.9707183837890625,6413.3984375,5907.9296875,-0.1171875,0.0,-0.03127277549356222,505.46875,0.0,-61.45607233047485,690.6334851772073,44.068616850249406,-0.4485785961151123,27.59226703643799,-1366.400748588133,27.141435146331787,-34.71880626678467,-2251.40625,-0.9707183837890625,505.46875
68,67,0.609375,0.59375,0.0,0.0,0.0035136621445417404,0.040111981332302094,5106.8203125,4940.8828125,7168.0,7168.0,86.67696022987366,121.00642013549805,942.6856316061547,653.3052123307046,82.69787012592433,59.23652639234816,18.352999210357666,17.759806394577026,94.8217842578888,67.80481433868408,7056.026262702776,9554.262574396611,113.4082658290863,85.79796147346497,220.0423128604889,226.8457760810852,0.0,1864.5625,0.0,0.7557700872421265,5106.8203125,4940.8828125,0.015625,0.0,-0.03659831918776035,165.9375,0.0,-34.32945990562439,289.3804192754501,23.461343733576165,0.5931928157806396,27.016969919204712,-2498.236311693835,27.610304355621338,-6.8034632205963135,-1864.5625,-0.7557700872421265,165.9375
69,68,0.34375,0.546875,0.0,0.0,0.0025010015815496445,0.04340093582868576,5987.703125,5492.453125,7168.0,7168.0,74.10842275619507,129.929372549057,1292.744420093482,676.3616900160102,96.72314877866961,55.16843389121733,21.162949562072754,19.772753953933716,109.8695764541626,76.7754054069519,7144.998873528089,9399.181888717943,131.265784740448,96.78300666809082,225.88799214363098,246.8119032382965,0.0,2284.9765625,0.0,0.868461012840271,5987.703125,5492.453125,-0.203125,0.0,-0.040899934247136116,495.25,0.0,-55.82094979286194,616.3827300774717,41.55471488745228,1.390195608139038,33.09417104721069,-2254.183015189855,34.48277807235718,-20.923911094665527,-2284.9765625,-0.868461012840271,495.25
70,69,0.4375,0.453125,0.0,0.0,0.002600564621388912,0.05367598682641983,5960.5390625,5643.9296875,7168.0,7168.0,72.17984533309937,132.59180092811584,1321.2639145995372,681.0592688831293,99.30750013276885,54.060657973007736,21.434947967529297,20.68468475341797,110.73090124130249,79.90657830238342,7075.504590111329,9297.745139186363,132.40033555030823,100.82724380493164,224.8952305316925,253.50887322425842,0.0,2552.5546875,0.0,1.0244548320770264,5960.5390625,5643.9296875,-0.015625,0.0,-0.05107542220503092,316.609375,0.0,-60.41195559501648,640.2046457164079,45.246842159761115,0.7502632141113281,30.824322938919067,-2222.2405490750343,31.573091745376587,-28.613642692565918,-2552.5546875,-1.0244548320770264,316.609375
