phase,run_id,group,seed,rollout_seed,step,framework_consistency,operator_case,reward,raw_reward,response_length,truncated_ratio,rollout_kl,train_loss,pg_loss,pg_clipfrac,entropy,ppo_kl,grad_norm,mean_abs_dlogp,max_abs_dlogp,mismatch_count,active_token_count,rollout_time,train_time,step_time,update_weights_time,actor_tokens_per_second,actor_train_tflops
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,62,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3531469702720642,0.0007891095010563731,0.0,0.015959134325385094,0.755255937576294,39392.0,57344.0,67.7796242237091,6.358715534210205,94.46851587295532,15.388328790664673,9512.605417068153,61.84124508371341
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,63,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.34104862809181213,0.001190597889944911,0.0,0.016013741493225098,0.742705225944519,41928.0,57344.0,67.47012829780579,6.372115850448608,93.99813866615295,15.13271713256836,9296.272028548108,60.27756805806605
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,64,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3318078815937042,0.0011185111943632364,0.0,0.015093645080924034,0.6923420429229736,41591.0,57344.0,67.63527059555054,6.376891136169434,94.16206693649292,15.214966297149658,9239.556117490467,59.87098959726776
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,65,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.31942218542099,0.000817720138002187,0.0,0.014478446915745735,0.7410677671432495,38154.0,57344.0,67.45664286613464,6.340852975845337,93.7758355140686,15.091269254684448,9364.131274775244,60.73414092213436
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,66,True,P/P,0.0,1.0,5184.25,0.0,0.0,0.0,0.0,0.0,0.2977432608604431,0.0010779425501823425,0.0,0.014307957142591476,0.7934126853942871,26329.0,41474.0,56.170511960983276,6.304281234741211,82.49020171165466,15.16488265991211,6917.932369192023,43.44208886189577
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,67,True,P/P,1.4901161193847656e-08,0.375,6906.125,0.625,0.0,-1.7605721950531006e-05,-1.7605721950531006e-05,0.003012950997799635,0.20642954111099243,0.0005201281164772809,0.505730748853425,0.009977955371141434,0.8390500545501709,27317.0,55249.0,66.8147840499878,6.344203472137451,93.36304473876953,15.265349388122559,9037.267023738159,58.38128806050065
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,68,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.40800905227661133,0.0009083639015443623,0.0,0.015391799621284008,0.8063873648643494,39677.0,57344.0,67.70261430740356,6.374029636383057,94.3294529914856,15.257869005203247,9407.49045459393,61.08610782315811
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,69,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3426581621170044,0.0007669199840165675,0.0,0.01561337523162365,0.8409221172332764,40966.0,57344.0,67.73448967933655,6.368502855300903,94.23263359069824,15.148190021514893,9290.456176465175,60.22958323389484
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,70,True,P/P,0.0,1.0,3451.5,0.0,0.0,0.0,0.0,0.0,0.22270476818084717,0.0003573326685000211,0.0,0.010563607327640057,0.38571321964263916,13941.0,27612.0,36.543121099472046,3.2321152687072754,59.970720052719116,15.195897102355957,9077.115424428282,55.23636442884131
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,71,True,P/P,0.0,0.25,6849.75,0.75,0.0,0.00013498961925506592,0.00013498961925506592,0.0038289539515972137,0.30832812190055847,0.0012091277167201042,0.6333301687370676,0.014399094507098198,0.7864307165145874,36712.0,54798.0,66.84653806686401,6.351085424423218,93.21266031265259,15.115710735321045,8915.396384112533,57.5451130522199
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,72,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.24538514018058777,0.0007454284350387752,0.0,0.011631857603788376,0.7179243564605713,32049.0,57344.0,67.89812135696411,6.35034441947937,94.44485402107239,15.026439189910889,9427.782840969976,61.20848961016192
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,73,True,P/P,-1.4901161193847656e-08,0.625,6320.0,0.375,0.0,0.00024543702602386475,0.00024543702602386475,0.00435059517621994,0.30234283208847046,0.0007018998730927706,0.5793996111468537,0.013330023735761642,0.7841492891311646,32889.0,50560.0,65.85671305656433,6.281113386154175,92.14855670928955,15.059760570526123,8402.240008054876,53.85327575990681
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,74,True,P/P,-3.725290298461914e-09,0.875,4209.0,0.0,0.0,-9.070895612239838e-05,-9.070895612239838e-05,0.004914691671729088,0.22938336431980133,0.0009615623275749385,0.7480114960832521,0.011085063219070435,0.642704963684082,17099.0,33672.0,57.405741453170776,3.9923715591430664,81.42496538162231,15.105658054351807,8934.295046695432,55.26404855721005
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,75,True,P/P,0.0,0.25,6717.375,0.375,0.0,0.00027301907539367676,0.00027301907539367676,0.003536336123943329,0.29691582918167114,0.0009919428266584873,0.6048217515977958,0.013966390863060951,0.9174409508705139,33047.0,53739.0,67.52310752868652,6.301604509353638,93.81405210494995,15.10212779045105,9359.421313553998,60.68632712076373
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,76,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.28536003828048706,0.0010829069651663303,0.0,0.014203024096786976,0.7892655730247498,36181.0,57344.0,67.58572125434875,6.306264162063599,93.90244245529175,15.071896076202393,9470.896061795922,61.47268475763268
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,77,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.2768442928791046,0.0008173760725185275,0.0,0.012953069992363453,0.8070613145828247,37758.0,57344.0,67.77657151222229,6.313199758529663,94.1372721195221,15.038735628128052,9434.212207099263,61.212670779231296
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,78,True,P/P,1.4901161193847656e-08,0.375,6907.875,0.625,0.0,4.710257053375244e-05,4.710257053375244e-05,0.00345963379368186,0.4023745656013489,0.0008983981679193676,0.6182430753185115,0.016065331175923347,0.6866913437843323,39257.0,55263.0,66.95761704444885,6.293524265289307,93.4561288356781,15.171188592910767,9157.797593029287,59.206008653750295
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,79,True,P/P,0.0,1.0,5177.0,0.0,0.0,0.0,0.0,0.0,0.2582058906555176,0.000961288926191628,0.0,0.012080110609531403,0.7023210525512695,24337.0,41416.0,62.360743284225464,6.189118146896362,88.55841255187988,15.11869192123413,6906.81262205094,43.33693299438297
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,80,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.27567991614341736,0.0006376994424499571,0.0,0.013767771422863007,0.7610621452331543,34702.0,57344.0,67.7992639541626,6.317007064819336,94.24509692192078,15.112595319747925,9399.697099385892,60.96481472844181
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,81,True,P/P,0.0,1.0,3255.625,0.0,0.0,0.0,0.0,0.0,0.20142816007137299,0.0008714735740795732,0.0,0.00992856826633215,0.355027437210083,13286.0,26045.0,30.744930505752563,3.2266063690185547,54.27278137207031,15.229177713394165,8593.600617886697,52.01685037529812
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,82,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3487071692943573,0.0010963281383737922,0.0,0.016134493052959442,0.7537202835083008,40329.0,57344.0,67.49972295761108,6.347830772399902,94.03335332870483,15.157233953475952,9315.455241823478,60.3885603349791
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,83,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.4032915234565735,0.001041030278429389,0.0,0.015653368085622787,0.8212316036224365,41023.0,57344.0,67.78195571899414,6.405786514282227,94.27942323684692,15.172584772109985,9285.850097761542,60.23258434935497
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,84,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.5525314211845398,0.000841391971334815,0.0,0.018820416182279587,0.7246725559234619,51533.0,57344.0,67.52990913391113,6.367157220840454,93.97012305259705,15.087298154830933,9347.769370289576,60.64662862387802
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,85,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.32111823558807373,0.0008562636794522405,0.0,0.014897716231644154,1.1041171550750732,37946.0,57344.0,67.629967212677,6.333343744277954,93.9117419719696,15.01301097869873,9460.640424939087,61.43018279714903
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,86,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.289934366941452,0.0007786848582327366,0.0,0.014075987972319126,0.7617355585098267,34927.0,57344.0,67.6239824295044,6.329829931259155,94.09118723869324,15.05236268043518,9296.541507799227,60.22996546750563
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,87,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.32439881563186646,0.0010151541791856289,0.0,0.01591780036687851,0.8044065237045288,39168.0,57344.0,67.56782031059265,6.456043004989624,93.99975967407227,15.061241388320923,9238.87835011852,59.957533159626486
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,88,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.22830970585346222,0.0005531225469894707,0.0,0.011596232652664185,0.8259167671203613,31588.0,57344.0,67.85029101371765,6.373074293136597,94.26994061470032,15.085735321044922,9392.487340235473,60.98037751126591
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,89,True,P/P,-3.725290298461914e-09,0.875,6284.75,0.25,0.0,0.00022034719586372375,0.00022034719586372375,0.007445703260600567,0.34967494010925293,0.001077240682207048,0.6236411103969806,0.01632785052061081,0.768391489982605,34120.0,50278.0,65.53394746780396,6.3353705406188965,91.96562623977661,15.057074069976807,8182.328637147139,52.29276347426315
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,90,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.24793218076229095,0.0008368950802832842,0.0,0.011843780055642128,0.9270305633544922,32491.0,57344.0,67.5321147441864,6.359710693359375,93.86002683639526,15.07808804512024,9352.915803157042,60.675880314248495
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,91,True,P/P,0.0,0.5,6485.5,0.25,0.0,0.0002458207309246063,0.0002458207309246063,0.003156268037855625,0.45404618978500366,0.0007038084440864623,0.6737294442716021,0.015728330239653587,0.6842485070228577,42019.0,51884.0,65.98905062675476,6.336275577545166,92.34740161895752,15.068203687667847,8527.996623432944,54.7612074184069
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,92,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3222174644470215,0.0007807333022356033,0.0,0.01512668002396822,0.8013651371002197,40439.0,57344.0,67.52010416984558,6.418318510055542,94.03331065177917,15.12215781211853,9232.706519840453,59.8684687961251
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,93,True,P/P,-3.725290298461914e-09,0.875,3809.125,0.125,0.0,0.0002673100680112839,0.0002673100680112839,0.00449429452419281,0.20175130665302277,0.0005862729740329087,0.630310292048599,0.010278457775712013,0.5403860807418823,15341.0,30473.0,60.92590284347534,4.01291298866272,85.12385177612305,15.196085453033447,7996.14734302801,49.35822604085398
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,94,True,P/P,1.4901161193847656e-08,0.375,7073.5,0.625,0.0,0.00010643899440765381,0.00010643899440765381,0.0029509635642170906,0.20436625182628632,0.0006970911053940654,0.47853547658419515,0.009630871005356312,0.9365644454956055,27989.0,56588.0,67.21600699424744,6.381656169891357,93.82421565055847,15.305514335632324,9102.918854973526,58.88087864747597
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,95,True,P/P,3.725290298461914e-09,0.125,7157.75,0.875,0.0,0.00011398456990718842,0.00011398456990718842,0.00274492590688169,0.22009414434432983,0.00035898119676858187,0.47746923829398313,0.010730587877333164,0.775492787361145,31519.0,57262.0,67.24652791023254,6.37655234336853,93.88536214828491,15.288172721862793,9246.616695763058,59.91249860326271
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,96,True,P/P,0.0,1.0,5302.625,0.0,0.0,0.0,0.0,0.0,0.3616517186164856,0.0010625217109918594,0.0,0.015830131247639656,0.9405617117881775,29110.0,42421.0,53.95995593070984,6.334820985794067,80.3621711730957,15.137881517410278,6979.458244479836,43.87306495291692
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,97,True,P/P,0.0,0.25,6841.25,0.625,0.0,6.068870425224304e-05,6.068870425224304e-05,0.003941177856177092,0.3091956675052643,0.0008720500627532601,0.599975474174233,0.014346808195114136,0.7740021347999573,34134.0,54730.0,66.60762047767639,6.390402317047119,93.18908071517944,15.058161497116089,8837.694836735485,57.00664937199882
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,98,True,P/P,0.0,0.5,6676.0,0.5,0.0,0.000473756343126297,0.000473756343126297,0.0033199626486748457,0.1819540560245514,0.0008638116996735334,0.5889159731164741,0.00939169991761446,0.8200641870498657,23144.0,53408.0,66.35380601882935,6.359963417053223,92.71371531486511,14.873374938964844,8675.044479292574,55.82637257947092
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,99,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.25524458289146423,0.0007820262690074742,0.0,0.012559186667203903,0.9112148284912109,31755.0,57344.0,67.75846457481384,6.343771696090698,93.99711084365845,15.032795906066895,9363.941569894354,60.737052837089465
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,100,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.21459826827049255,0.0005396216874942183,0.0,0.01118271891027689,0.7919857501983643,29023.0,57344.0,67.38548970222473,6.364102602005005,93.77971887588501,15.03586745262146,9299.426136055086,60.289791937350884
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,101,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3231019973754883,0.0008840380469337106,0.0,0.015511088073253632,0.8265482187271118,37437.0,57344.0,67.53284502029419,6.410966157913208,94.14853549003601,15.202080726623535,9305.71540023192,60.39334372574686
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,102,True,P/P,0.0,0.0,6704.75,0.5,0.0,0.0,0.0,0.0,0.15616990625858307,0.0005610703956335783,0.0,0.008077564649283886,0.745896577835083,21511.0,53638.0,66.41035842895508,6.318365573883057,92.99974870681763,15.219489812850952,8784.936212151397,56.59112039225815
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,103,True,P/P,0.0,0.25,7044.75,0.75,0.0,3.750622272491455e-05,3.750622272491455e-05,0.0036741215735673904,0.22662468254566193,0.0006427011685445905,1.2974886533942986,0.011584131047129631,0.8680052161216736,31310.0,56358.0,67.41820883750916,6.352008581161499,93.86368584632874,15.158912181854248,9380.84729682628,60.87674688828737
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,104,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.2581730782985687,0.0008885071729309857,0.0,0.012260248884558678,0.716458797454834,31777.0,57344.0,67.9188084602356,6.328139781951904,94.42959809303284,15.201119184494019,9387.820814126702,60.891940061430205
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,105,True,P/P,0.0,0.75,6231.625,0.25,0.0,0.00018107891082763672,0.00018107891082763672,0.006084096617996693,0.26297760009765625,0.0009297077194787562,0.7220760181171657,0.013475578278303146,0.8152446150779724,30230.0,49853.0,65.60352110862732,6.345219850540161,92.21387934684753,15.295037984848022,8215.192837603761,52.545168176605
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,106,True,P/P,3.725290298461914e-09,0.125,7119.5,0.875,0.0,0.00024863891303539276,0.00024863891303539276,0.003051809500902891,0.3428218960762024,0.0009720748639665544,0.5868321772624211,0.01460409164428711,0.7211999893188477,39823.0,56956.0,67.5756254196167,6.3554160594940186,94.30917835235596,15.128238201141357,9254.628141536003,59.947951586349596
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,107,True,P/P,0.0,1.0,4053.75,0.0,0.0,0.0,0.0,0.0,0.18050113320350647,0.0009462847374379635,0.0,0.009583141654729843,0.6617510914802551,15023.0,32430.0,42.88018274307251,4.004113674163818,66.78155517578125,15.027718782424927,8432.684251894107,51.784800014998936
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,108,True,P/P,0.0,1.0,2943.625,0.0,0.0,0.0,0.0,0.0,0.12977071106433868,0.0005963249132037163,0.0,0.006788601167500019,0.35369646549224854,8585.0,23549.0,30.756223917007446,3.1332974433898926,53.8142511844635,15.030449628829956,7962.532227259259,47.95946219278491
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,109,True,P/P,1.4901161193847656e-08,0.375,6727.625,0.625,0.0,0.00047989189624786377,0.00047989189624786377,0.004445475526154041,0.2655128240585327,0.0009601892670616508,0.6786154041704476,0.012863274663686752,0.9146977066993713,29432.0,53821.0,66.6486144065857,6.389866590499878,93.18601536750793,15.336591482162476,8744.384434875823,56.37552647138486
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,110,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.22396065294742584,0.0005007424624636769,0.0,0.011492710560560226,0.8535133004188538,29744.0,57344.0,67.79088234901428,6.389566659927368,94.32488322257996,15.270131349563599,9320.33496498645,60.47173145220219
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,111,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3294116258621216,0.0009693795000202954,0.0,0.01510331779718399,0.7086734771728516,37289.0,57344.0,67.65007615089417,6.417985916137695,94.37420177459717,15.279042720794678,9358.778743306617,60.782225810593296
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,112,True,P/P,0.0,1.0,3824.625,0.0,0.0,0.0,0.0,0.0,0.16740870475769043,0.0006907394854351878,0.0,0.008181029930710793,0.5028310418128967,14014.0,30597.0,38.695157051086426,3.8263845443725586,62.64647150039673,15.135695219039917,8424.66643842618,51.53686315828813
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,113,True,P/P,1.4901161193847656e-08,0.375,7022.625,0.625,0.0,4.380941390991211e-05,4.380941390991211e-05,0.004547429271042347,0.24836452305316925,0.0011233146069571376,0.6007962734690347,0.012330872938036919,0.7677915692329407,29958.0,56181.0,66.79024291038513,6.401947021484375,93.38442349433899,15.237576246261597,9002.729715408916,58.179181615721355
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,114,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.2899550199508667,0.0008754355367273092,0.0,0.013584412634372711,0.838972270488739,34625.0,57344.0,67.53426337242126,6.391494274139404,94.10552191734314,15.186551332473755,9341.159998668036,60.62131020074859
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,115,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3727809190750122,0.0009608711116015911,0.0,0.01832321099936962,0.8680381178855896,44823.0,57344.0,67.8729989528656,6.396614074707031,94.66840243339539,15.176841020584106,9324.121886320794,60.503519778931775
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,116,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.2120274007320404,0.0007585033308714628,0.0,0.011088858358561993,0.9034280776977539,26632.0,57344.0,67.5569269657135,6.382016897201538,94.16959118843079,15.221373796463013,9363.599825259678,60.77418667994555
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,117,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.26867133378982544,0.0008386123226955533,0.0,0.012352518737316132,0.7651790976524353,31529.0,57344.0,67.49231600761414,6.358332395553589,93.95627737045288,15.119542121887207,9365.037978581928,60.75555712089617
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,118,True,P/P,-1.4901161193847656e-08,0.625,6473.375,0.375,0.0,9.848177433013916e-05,9.848177433013916e-05,0.0037386524491012096,0.18658193945884705,0.0007126008276827633,0.5406107024137897,0.00965781882405281,0.806789755821228,24270.0,51787.0,65.89793968200684,6.412827730178833,92.288747549057,15.112858295440674,8355.86437487944,53.58953390881044
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,119,True,P/P,0.0,1.0,3175.625,0.0,0.0,0.0,0.0,0.0,0.15957479178905487,0.0008452131878584623,0.0,0.00831315666437149,0.4673055410385132,10883.0,25405.0,34.21227788925171,3.2686314582824707,57.39112305641174,14.98010778427124,8411.48361176403,50.89627663260414
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,120,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.19870617985725403,0.0008531083585694432,0.0,0.010987568646669388,0.9920612573623657,27750.0,57344.0,67.35731172561646,6.444689512252808,93.73879480361938,15.02696704864502,9142.49833735049,59.23499158531836
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,121,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.2698844373226166,0.0008366795955225825,0.0,0.01390913873910904,0.7911263704299927,33319.0,57344.0,67.63070464134216,6.393565654754639,94.00140118598938,15.00385570526123,9217.104504000712,59.7244870454866
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,122,True,P/P,0.0,1.0,3401.0,0.0,0.0,0.0,0.0,0.0,0.1408957988023758,0.0006220638751983643,0.0,0.007766854949295521,0.43279772996902466,10426.0,27208.0,45.714789628982544,3.227693796157837,68.98838329315186,15.232011318206787,9002.738171117528,55.005750314176346
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,123,True,P/P,-1.4901161193847656e-08,0.625,6797.0,0.375,0.0,-0.00020376592874526978,-0.00020376592874526978,0.004046706482768059,0.2049463987350464,0.0006638794438913465,0.5639818065123509,0.010217580944299698,0.7826426029205322,27920.0,54376.0,66.32177448272705,6.3992133140563965,92.87898397445679,15.191540479660034,8761.464086220309,56.44788420988028
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,124,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.22444286942481995,0.0007461743662133813,0.0,0.011409621685743332,0.8394088745117188,27260.0,57344.0,67.76019549369812,6.370972394943237,94.23970603942871,15.095263242721558,9317.202939319426,60.428741421456344
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,125,True,P/P,0.0,1.0,4684.125,0.0,0.0,0.0,0.0,0.0,0.22589600086212158,0.0008215614943765104,0.0,0.010807998478412628,0.6057238578796387,19761.0,37473.0,60.92041540145874,4.757734060287476,85.68621802330017,15.111179828643799,8318.131379850107,51.91282743122392
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,126,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.2420257180929184,0.0011073609348386526,0.0,0.012395400553941727,0.964026927947998,30410.0,57344.0,67.46127128601074,6.364480972290039,93.91958808898926,15.101147174835205,9305.605757257988,60.33603024631874
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,127,True,P/P,0.0,0.0,6329.875,0.375,0.0,0.0,0.0,0.0,0.3864273130893707,0.0009531343821436167,0.0,0.016605578362941742,0.8147666454315186,36655.0,50639.0,65.87735247612,6.334499359130859,92.6009681224823,15.194900751113892,8315.470576462092,53.27223431938662
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,128,True,P/P,-3.725290298461914e-09,0.875,5847.0,0.125,0.0,0.00028762221336364746,0.00028762221336364746,0.0068326652981340885,0.31820106506347656,0.0007392630213871598,0.671833037019647,0.014878787100315094,0.8907882571220398,29980.0,46776.0,64.74574065208435,6.30497407913208,90.95399260520935,15.12839651107788,7672.117146946558,48.763508690451445
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,129,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.24428725242614746,0.0007687550969421864,0.0,0.012878907844424248,0.961449146270752,32656.0,57344.0,67.41790127754211,6.351522207260132,93.7916522026062,15.119333982467651,9305.98257072852,60.32406510227149
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,130,True,P/P,0.0,1.0,3718.125,0.0,0.0,0.0,0.0,0.0,0.16459180414676666,0.0004213511710986495,0.0,0.008301196619868279,0.4871922433376312,12929.0,29745.0,41.61287879943848,3.8084099292755127,65.74057269096375,15.315964698791504,8248.647612989891,50.41117617994279
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,131,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.3769303560256958,0.0007942329393699765,0.0,0.01626121625304222,0.8060085773468018,39872.0,57344.0,67.53471183776855,6.46666145324707,93.98153233528137,15.046279191970825,9171.1456883963,59.47739840596354
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,132,True,P/P,0.0,1.0,4948.0,0.0,0.0,0.0,0.0,0.0,0.19264428317546844,0.000975073198787868,0.0,0.01040636096149683,0.8829958438873291,19475.0,39584.0,49.6487979888916,6.1610496044158936,75.71030807495117,15.062144994735718,6773.987994463669,42.37753221989919
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,133,True,P/P,3.725290298461914e-09,0.125,7103.75,0.875,0.0,-0.00016242451965808868,-0.00016242451965808868,0.0027353153564035892,0.15642967820167542,0.0007390099344775081,0.4206542614512282,0.008199939504265785,0.8248308897018433,23763.0,56830.0,67.60750389099121,6.390092849731445,94.1050636768341,15.106611251831055,9121.35103567051,59.03015744429538
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,134,True,P/P,0.0,1.0,3821.375,0.0,0.0,0.0,0.0,0.0,0.19853805005550385,0.0009581922786310315,0.0,0.010553708299994469,0.6697672605514526,15703.0,30571.0,41.505096435546875,4.614266872406006,66.87284421920776,15.829049348831177,6972.69413607747,42.71086548691335
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,135,True,P/P,-1.4901161193847656e-08,0.625,5290.875,0.375,0.0,0.00030531734228134155,0.00030531734228134155,0.0038873597513884306,0.20316621661186218,0.0007267269538715482,0.6150346219776832,0.01011617761105299,0.5982325077056885,20172.0,42327.0,64.10828304290771,4.821778059005737,88.84078192710876,15.071986198425293,9100.311873761275,57.51723656365943
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,136,True,P/P,0.0,0.0,7168.0,1.0,0.0,0.0,0.0,0.0,0.2335154116153717,0.0005321192438714206,0.0,0.011660189367830753,0.9391834735870361,30861.0,57344.0,67.47000670433044,6.362977981567383,94.06638312339783,15.305525541305542,9291.297285613797,60.23092593169597
convergence,g10-convergence-s1234-tp4-20260901j,G10,1234,1234,137,True,P/P,0.0,1.0,4715.75,0.0,0.0,0.0,0.0,0.0,0.14842967689037323,0.000646679662168026,0.0,0.007632039487361908,0.7413687705993652,15508.0,37726.0,52.297096252441406,5.499350070953369,78.29396486282349,15.307559728622437,7162.710235517878,44.57509958090757
